Query,Total time (x̄),Total time (SD),Initial Results Time (x̄),Initial Results Time (SD),Longest Time,Shortest Time,Number of nodes (x̄),Number of nodes (SD),Number of queries (x̄),Number of queries (SD),Longest subtime,Shortest subtime
COUNTRY_AUTHORS,936875,10843,2687,1047,947631,917599,37861,382,287,2,11760,1302
